languagecode,year_month,milestone,peak,count
es,2016-12,5000,not,5944
es,2017-01,5000,not,6078
es,2017-02,5000,not,5849
es,2017-03,5000,not,6650
es,2017-04,5000,not,5930
es,2017-05,5000,not,6085
es,2017-06,5000,not,5739
es,2017-07,5000,not,5552
es,2017-08,5000,not,5417
es,2017-09,5000,not,5387
es,2017-10,5000,not,6216
es,2017-11,5000,not,6221
es,2017-12,5000,not,5533
es,2018-01,5000,not,6035
es,2018-02,5000,not,5582
es,2018-03,5000,not,6200
es,2018-04,5000,not,6274
es,2018-05,5000,not,6513
es,2018-06,5000,not,5980
es,2018-07,5000,not,6142
es,2018-08,5000,not,6206
es,2018-09,5000,not,6599
es,2018-10,5000,not,7269
es,2018-11,5000,not,7021
es,2018-12,5000,not,6325
es,2019-01,5000,not,6923
es,2019-02,5000,not,6382
es,2019-03,5000,not,7287
es,2019-04,5000,not,6381
es,2019-05,5000,not,7126
es,2019-06,5000,not,6598
es,2019-07,5000,not,6349
es,2019-08,5000,not,6080
es,2019-09,5000,not,6166
es,2019-10,5000,not,7362
es,2019-11,5000,not,7050
es,2019-12,5000,not,6261
es,2020-01,5000,not,6520
es,2020-02,5000,not,6527
es,2020-03,5000,not,6936
es,2020-04,5000,not,7623
es,2020-06,5000,not,7515
es,2020-07,5000,not,6850
es,2020-08,5000,not,6822
es,2020-09,5000,not,6757
es,2020-10,5000,not,7211
es,2020-11,5000,not,7082
es,2020-12,5000,not,6705
es,2021-01,5000,not,7251
es,2021-02,5000,not,6741
es,2021-03,5000,not,7591
es,2021-04,5000,not,7079
es,2021-05,5000,not,7540
es,2021-06,5000,not,6752
es,2021-07,5000,not,6494
es,2021-08,5000,not,6281
es,2021-09,100,not,491
et,2017-10,500,highest_peak,523
et,2002-08,1,not,1
et,2002-09,1,not,1
et,2002-10,1,not,1
et,2002-11,1,not,1
et,2002-12,1,not,3
et,2003-01,1,not,2
et,2003-02,1,not,1
et,2003-03,1,not,2
et,2003-04,1,not,2
et,2003-05,1,not,2
et,2003-06,1,not,1
et,2003-07,1,not,1
et,2003-08,1,not,2
et,2003-09,1,not,1
et,2003-10,1,not,3
et,2003-11,1,not,3
et,2003-12,5,not,7
et,2004-01,5,not,8
et,2004-02,5,not,8
et,2004-03,10,not,11
et,2004-04,10,not,12
et,2004-05,10,not,15
et,2004-06,10,not,14
et,2004-07,10,not,18
et,2004-08,10,not,28
et,2004-09,10,not,31
et,2004-10,10,not,26
et,2004-11,10,not,26
et,2004-12,10,not,29
et,2005-01,10,not,31
et,2005-02,10,not,36
et,2005-03,10,not,28
et,2005-04,10,not,41
et,2005-05,10,not,37
et,2005-06,10,not,33
et,2005-07,10,not,29
et,2005-08,10,not,38
et,2005-09,10,not,38
et,2005-10,10,not,42
et,2005-11,10,not,46
et,2005-12,50,not,51
et,2006-01,50,not,73
et,2006-02,50,not,65
et,2006-03,50,not,64
et,2006-04,50,not,64
et,2006-05,50,not,89
et,2006-06,50,not,95
et,2006-07,50,not,83
et,2006-08,100,not,113
et,2006-09,50,not,90
et,2006-10,100,not,104
et,2006-11,100,not,112
et,2006-12,100,not,106
et,2007-01,50,not,89
et,2007-02,50,not,90
et,2007-03,100,not,104
et,2007-04,100,not,121
et,2007-05,100,not,119
et,2007-06,100,not,116
et,2007-07,100,not,125
et,2007-08,100,not,114
et,2007-09,100,not,101
et,2007-10,100,not,119
et,2007-11,100,not,124
et,2007-12,100,not,136
et,2008-01,100,not,156
et,2008-02,100,not,134
et,2008-03,100,not,127
et,2008-04,100,not,139
et,2008-05,100,not,137
et,2008-06,100,not,137
et,2008-07,100,not,142
et,2008-08,100,not,117
et,2008-09,100,not,139
et,2008-10,100,not,134
et,2008-11,100,not,141
et,2008-12,100,not,150
et,2009-01,100,not,163
et,2009-02,100,not,139
et,2009-03,100,not,153
et,2009-04,100,not,141
et,2009-05,100,not,154
et,2009-06,100,not,138
et,2009-07,100,not,133
et,2009-08,100,not,135
et,2009-09,100,not,135
et,2009-10,100,not,135
et,2009-11,100,not,138
et,2009-12,100,not,144
et,2010-01,100,not,160
et,2010-02,100,not,162
et,2010-03,100,not,202
et,2010-04,100,not,148
et,2010-05,100,not,188
et,2010-06,100,not,192
et,2010-07,100,not,110
et,2010-08,100,not,134
et,2010-09,100,not,145
et,2010-10,100,not,138
et,2010-11,100,not,139
et,2010-12,100,not,292
et,2011-01,100,not,175
et,2011-02,100,not,135
et,2011-03,100,not,142
et,2011-04,100,not,154
et,2011-05,100,not,170
et,2011-06,100,not,143
et,2011-07,100,not,120
et,2011-08,100,not,134
et,2011-09,100,not,152
et,2011-10,100,not,190
et,2011-11,500,not,520
et,2011-12,100,not,257
et,2012-01,100,not,266
et,2012-02,100,not,220
et,2012-03,100,not,221
et,2012-04,100,not,210
et,2012-05,100,not,215
et,2012-06,100,not,151
et,2012-07,100,not,143
et,2012-08,100,not,145
et,2012-09,100,not,177
et,2012-10,100,not,369
et,2012-11,100,not,404
et,2012-12,100,not,232
et,2013-01,100,not,202
et,2013-02,100,not,230
et,2013-03,100,not,241
et,2013-04,100,not,203
et,2013-05,100,not,213
et,2013-06,100,not,139
et,2013-07,100,not,132
et,2013-08,100,not,130
et,2013-09,100,not,355
et,2013-10,100,not,390
et,2013-11,100,not,414
et,2013-12,100,not,280
et,2014-01,100,not,214
et,2014-02,100,not,177
et,2014-03,100,not,198
et,2014-04,100,not,195
et,2014-05,100,not,218
et,2014-06,100,not,158
et,2014-07,100,not,120
et,2014-08,100,not,136
et,2014-09,100,not,207
et,2014-10,100,not,389
et,2014-11,100,not,230
et,2014-12,100,not,191
et,2015-01,100,not,219
et,2015-02,100,not,160
et,2015-03,100,not,197
et,2015-04,100,not,179
et,2015-05,100,not,188
et,2015-06,100,not,168
et,2015-07,100,not,115
et,2015-08,100,not,119
et,2015-09,100,not,142
et,2015-10,100,not,206
et,2015-11,100,not,299
et,2015-12,100,not,187
et,2016-01,100,not,181
et,2016-02,100,not,159
et,2016-03,100,not,191
et,2016-04,100,not,204
et,2016-05,100,not,234
et,2016-06,100,not,139
et,2016-07,100,not,116
et,2016-08,100,not,115
et,2016-09,100,not,131
et,2016-10,100,not,276
et,2016-11,100,not,283
et,2016-12,100,not,197
et,2017-01,100,not,196
et,2017-02,100,not,221
et,2017-03,100,not,250
et,2017-04,100,not,303
et,2017-05,100,not,261
et,2017-06,100,not,145
et,2017-07,100,not,135
et,2017-08,100,not,154
et,2017-09,100,not,186
et,2017-11,100,not,450
et,2017-12,100,not,360
et,2018-01,100,not,301
et,2018-02,100,not,309
et,2018-03,100,not,480
et,2018-04,100,not,377
et,2018-05,100,not,428
et,2018-06,100,not,192
et,2018-07,100,not,146
et,2018-08,100,not,163
et,2018-09,100,not,183
et,2018-10,100,not,232
et,2018-11,100,not,437
et,2018-12,100,not,385
et,2019-01,100,not,342
et,2019-02,100,not,316
et,2019-03,100,not,282
et,2019-04,100,not,294
et,2019-05,100,not,278
et,2019-06,100,not,176
et,2019-07,100,not,167
et,2019-08,100,not,195
et,2019-09,100,not,203
et,2019-10,100,not,242
et,2019-11,100,not,347
et,2019-12,100,not,288
et,2020-01,100,not,261
et,2020-02,100,not,195
et,2020-03,100,not,279
et,2020-04,100,not,369
et,2020-05,100,not,323
et,2020-06,100,not,231
et,2020-07,100,not,164
et,2020-08,100,not,146
et,2020-09,100,not,174
et,2020-10,100,not,201
et,2020-11,100,not,319
et,2020-12,100,not,313
et,2021-01,100,not,265
et,2021-02,100,not,252
et,2021-03,100,not,299
et,2021-04,100,not,300
et,2021-05,100,not,315
et,2021-06,100,not,192
et,2021-07,100,not,155
et,2021-08,100,not,165
et,2021-09,10,not,19
eu,2021-04,500,highest_peak,513
eu,2001-12,1,not,1
eu,2002-01,1,not,1
eu,2003-07,1,not,2
eu,2003-08,1,not,1
eu,2004-01,1,not,1
eu,2004-02,1,not,1
eu,2004-03,1,not,2
eu,2004-04,5,not,5
eu,2004-05,5,not,9
eu,2004-06,1,not,1
eu,2004-07,1,not,1
eu,2004-10,1,not,3
eu,2004-11,1,not,4
eu,2004-12,1,not,3
eu,2005-01,5,not,5
eu,2005-02,1,not,3
eu,2005-03,5,not,7
eu,2005-04,5,not,7
eu,2005-05,5,not,9
eu,2005-06,10,not,29
eu,2005-07,10,not,14
eu,2005-08,5,not,7
eu,2005-09,10,not,12
eu,2005-10,10,not,15
eu,2005-11,10,not,21
eu,2005-12,10,not,17
eu,2006-01,10,not,33
eu,2006-02,10,not,34
eu,2006-03,10,not,30
eu,2006-04,10,not,32
eu,2006-05,10,not,46
eu,2006-06,10,not,40
eu,2006-07,10,not,39
eu,2006-08,10,not,38
eu,2006-09,10,not,30
eu,2006-10,10,not,43
eu,2006-11,10,not,40
eu,2006-12,10,not,48
eu,2007-01,50,not,60
eu,2007-02,50,not,52
eu,2007-03,50,not,55
eu,2007-04,50,not,65
eu,2007-05,50,not,97
eu,2007-06,50,not,61
eu,2007-07,50,not,60
eu,2007-08,50,not,56
eu,2007-09,50,not,58
eu,2007-10,50,not,97
eu,2007-11,100,not,115
eu,2007-12,50,not,82
eu,2008-01,50,not,80
eu,2008-02,50,not,81
eu,2008-03,50,not,62
eu,2008-04,50,not,82
eu,2008-05,50,not,76
eu,2008-06,50,not,75
eu,2008-07,50,not,65
eu,2008-08,50,not,57
eu,2008-09,50,not,70
eu,2008-10,50,not,83
eu,2008-11,50,not,84
eu,2008-12,50,not,99
eu,2009-01,100,not,105
eu,2009-02,50,not,91
eu,2009-03,50,not,96
eu,2009-04,50,not,92
eu,2009-05,50,not,87
eu,2009-06,50,not,72
eu,2009-07,50,not,76
eu,2009-08,50,not,62
eu,2009-09,50,not,64
eu,2009-10,50,not,99
eu,2009-11,50,not,93
eu,2009-12,50,not,82
eu,2010-01,100,not,103
eu,2010-02,100,not,103
eu,2010-03,100,not,186
eu,2010-04,50,not,83
eu,2010-05,50,not,98
eu,2010-06,50,not,97
eu,2010-07,50,not,51
eu,2010-08,50,not,63
eu,2010-09,50,not,85
eu,2010-10,50,not,79
eu,2010-11,50,not,83
eu,2010-12,50,not,77
eu,2011-01,50,not,77
eu,2011-02,50,not,87
eu,2011-03,100,not,147
eu,2011-04,50,not,79
eu,2011-05,50,not,97
eu,2011-06,50,not,69
eu,2011-07,50,not,84
eu,2011-08,50,not,84
eu,2011-09,50,not,89
eu,2011-10,100,not,101
eu,2011-11,50,not,94
eu,2011-12,100,not,112
eu,2012-01,100,not,104
eu,2012-02,100,not,108
eu,2012-03,100,not,136
eu,2012-04,50,not,85
eu,2012-05,100,not,113
eu,2012-06,50,not,85
eu,2012-07,50,not,64
eu,2012-08,50,not,53
eu,2012-09,50,not,67
eu,2012-10,50,not,75
eu,2012-11,50,not,74
eu,2012-12,50,not,76
eu,2013-01,50,not,75
eu,2013-02,50,not,73
eu,2013-03,50,not,90
eu,2013-04,50,not,86
eu,2013-05,100,not,127
eu,2013-06,50,not,66
eu,2013-07,50,not,52
eu,2013-08,50,not,57
eu,2013-09,50,not,63
eu,2013-10,50,not,73
eu,2013-11,50,not,73
eu,2013-12,50,not,70
eu,2014-01,50,not,79
eu,2014-02,50,not,70
eu,2014-03,100,not,103
eu,2014-04,50,not,90
eu,2014-05,50,not,80
eu,2014-06,50,not,63
eu,2014-07,50,not,63
eu,2014-08,50,not,64
eu,2014-09,50,not,69
eu,2014-10,50,not,79
eu,2014-11,100,not,101
eu,2014-12,50,not,90
eu,2015-01,50,not,81
eu,2015-02,50,not,77
eu,2015-03,100,not,109
eu,2015-04,100,not,131
eu,2015-05,100,not,134
eu,2015-06,100,not,106
eu,2015-07,50,not,72
eu,2015-08,50,not,71
eu,2015-09,50,not,70
eu,2015-10,50,not,88
eu,2015-11,50,not,83
eu,2015-12,100,not,126
eu,2016-01,50,not,92
eu,2016-02,100,not,123
eu,2016-03,100,not,151
eu,2016-04,100,not,145
eu,2016-05,100,not,124
eu,2016-06,100,not,103
eu,2016-07,50,not,83
eu,2016-08,50,not,82
eu,2016-09,50,not,93
eu,2016-10,100,not,112
eu,2016-11,100,not,140
eu,2016-12,100,not,127
eu,2017-01,100,not,115
eu,2017-02,100,not,104
eu,2017-03,100,not,261
eu,2017-04,100,not,140
eu,2017-05,100,not,131
eu,2017-06,100,not,115
eu,2017-07,50,not,87
eu,2017-08,50,not,74
eu,2017-09,50,not,95
eu,2017-10,100,not,213
eu,2017-11,100,not,188
eu,2017-12,100,not,122
eu,2018-01,100,not,154
eu,2018-02,100,not,243
eu,2018-03,100,not,294
eu,2018-04,100,not,223
eu,2018-05,100,not,272
eu,2018-06,100,not,144
eu,2018-07,100,not,108
eu,2018-08,50,not,99
eu,2018-09,100,not,154
eu,2018-10,100,not,344
eu,2018-11,100,not,335
eu,2018-12,100,not,261
eu,2019-01,100,not,175
eu,2019-02,100,not,268
eu,2019-03,100,not,412
eu,2019-04,100,not,334
eu,2019-05,100,not,316
eu,2019-06,100,not,129
eu,2019-07,100,not,107
eu,2019-08,50,not,88
eu,2019-09,100,not,121
eu,2019-10,100,not,210
eu,2019-11,100,not,333
eu,2019-12,100,not,302
eu,2020-01,100,not,170
eu,2020-02,100,not,204
eu,2020-03,100,not,317
eu,2020-04,100,not,384
eu,2020-05,100,not,282
eu,2020-06,100,not,147
eu,2020-07,100,not,123
eu,2020-08,100,not,108
eu,2020-09,100,not,126
eu,2020-10,100,not,222
eu,2020-11,100,not,334
eu,2020-12,100,not,315
eu,2021-01,100,not,213
eu,2021-02,100,not,261
eu,2021-03,100,not,476
eu,2021-05,100,not,376
eu,2021-06,100,not,210
eu,2021-07,100,not,137
eu,2021-08,100,not,117
eu,2021-09,10,not,23
ext,2008-05,10,highest_peak,32
ext,2007-02,1,not,1
ext,2007-05,1,not,1
ext,2007-06,5,not,5
ext,2007-07,1,not,3
ext,2007-08,1,not,3
ext,2007-09,1,not,4
ext,2007-10,1,not,3
ext,2007-11,1,not,4
ext,2007-12,5,not,6
ext,2008-01,5,not,6
ext,2008-02,5,not,5
ext,2008-03,1,not,3
ext,2008-04,5,not,8
ext,2008-06,10,not,25
ext,2008-07,5,not,9
ext,2008-08,10,not,10
ext,2008-09,5,not,9
ext,2008-10,10,not,11
ext,2008-11,10,not,12
ext,2008-12,10,not,13
ext,2009-01,10,not,15
ext,2009-02,10,not,11
ext,2009-03,10,not,12
ext,2009-04,10,not,10
ext,2009-05,5,not,9
ext,2009-06,10,not,10
ext,2009-07,10,not,10
ext,2009-08,5,not,8
ext,2009-09,5,not,8
ext,2009-10,5,not,8
ext,2009-11,10,not,10
ext,2009-12,5,not,7
ext,2010-01,5,not,9
ext,2010-02,10,not,13
ext,2010-03,5,not,7
ext,2010-04,5,not,8
ext,2010-05,5,not,6
ext,2010-06,5,not,8
ext,2010-07,5,not,5
ext,2010-08,10,not,14
ext,2010-09,5,not,8
ext,2010-10,5,not,5
ext,2010-11,5,not,7
ext,2010-12,1,not,2
ext,2011-01,5,not,7
ext,2011-02,5,not,5
ext,2011-03,5,not,6
ext,2011-04,5,not,5
ext,2011-05,5,not,8
ext,2011-06,5,not,8
ext,2011-07,5,not,7
ext,2011-08,10,not,10
ext,2011-09,5,not,7
ext,2011-10,5,not,8
ext,2011-11,10,not,11
ext,2011-12,5,not,8
ext,2012-01,1,not,2
ext,2012-02,1,not,4
ext,2012-03,5,not,9
ext,2012-04,1,not,4
ext,2012-05,10,not,11
ext,2012-06,5,not,9
ext,2012-07,1,not,4
ext,2012-08,5,not,8
ext,2012-09,1,not,4
ext,2012-10,5,not,6
ext,2012-11,1,not,4
ext,2012-12,1,not,4
ext,2013-01,5,not,5
ext,2013-02,5,not,7
ext,2013-03,10,not,10
ext,2013-04,1,not,3
ext,2013-05,1,not,2
ext,2013-06,1,not,2
ext,2013-07,1,not,4
ext,2013-08,1,not,3
ext,2013-09,1,not,4
ext,2013-10,1,not,4
ext,2013-11,1,not,4
ext,2013-12,1,not,3
ext,2014-01,1,not,3
ext,2014-02,5,not,6
ext,2014-03,5,not,7
ext,2014-04,10,not,10
ext,2014-05,5,not,5
ext,2014-06,1,not,2
ext,2014-07,1,not,3
ext,2014-08,5,not,5
ext,2014-09,5,not,6
ext,2014-10,5,not,5
ext,2014-11,1,not,3
ext,2014-12,1,not,1
ext,2015-01,1,not,4
ext,2015-02,5,not,9
ext,2015-03,5,not,8
ext,2015-04,1,not,3
ext,2015-05,1,not,4
ext,2015-06,1,not,4
ext,2015-07,5,not,6
ext,2015-08,5,not,6
ext,2015-09,5,not,7
ext,2015-10,5,not,7
ext,2015-11,5,not,7
ext,2015-12,5,not,5
ext,2016-01,5,not,7
ext,2016-02,1,not,2
ext,2016-03,5,not,6
ext,2016-04,5,not,7
ext,2016-05,5,not,6
ext,2016-06,1,not,3
ext,2016-07,5,not,5
ext,2016-08,5,not,9
ext,2016-09,5,not,5
ext,2016-10,5,not,5
ext,2016-11,1,not,3
ext,2017-01,1,not,1
ext,2017-02,10,not,11
ext,2017-03,1,not,4
ext,2017-04,1,not,2
ext,2017-05,1,not,1
ext,2017-06,1,not,4
ext,2017-07,1,not,3
ext,2017-08,1,not,1
ext,2017-10,1,not,2
ext,2017-11,1,not,2
ext,2017-12,1,not,2
ext,2018-01,1,not,4
ext,2018-02,5,not,6
ext,2018-03,1,not,3
ext,2018-04,1,not,3
ext,2018-05,5,not,6
ext,2018-06,1,not,4
ext,2018-07,1,not,1
ext,2018-08,5,not,6
ext,2018-09,1,not,3
ext,2018-10,1,not,2
ext,2018-11,1,not,4
ext,2018-12,1,not,3
ext,2019-01,1,not,3
ext,2019-02,5,not,5
ext,2019-03,1,not,4
ext,2019-04,1,not,2
ext,2019-05,5,not,7
ext,2019-06,1,not,1
ext,2019-07,5,not,7
ext,2019-08,1,not,4
ext,2019-09,5,not,8
ext,2019-10,5,not,5
ext,2019-11,1,not,2
ext,2019-12,5,not,6
ext,2020-01,1,not,2
ext,2020-02,1,not,1
ext,2020-03,5,not,6
ext,2020-04,5,not,6
ext,2020-05,1,not,3
ext,2020-06,1,not,4
ext,2020-07,1,not,4
ext,2020-09,1,not,3
ext,2020-11,1,not,3
ext,2020-12,1,not,2
ext,2021-01,5,not,7
ext,2021-02,1,not,4
ext,2021-03,1,not,1
ext,2021-04,5,not,5
ext,2021-05,1,not,4
ext,2021-06,5,not,6
ext,2021-07,1,not,2
ext,2021-08,5,not,5
fa,2020-11,1000,highest_peak,3251
fa,2004-01,1,not,3
fa,2004-02,5,not,6
fa,2004-03,5,not,6
fa,2004-04,5,not,8
fa,2004-05,5,not,6
fa,2004-06,10,not,10
fa,2004-07,5,not,9
fa,2004-08,10,not,11
fa,2004-09,10,not,16
fa,2004-10,10,not,17
fa,2004-11,5,not,9
fa,2004-12,10,not,11
fa,2005-01,10,not,15
fa,2005-02,10,not,15
fa,2005-03,10,not,24
fa,2005-04,10,not,25
fa,2005-05,10,not,19
fa,2005-06,10,not,20
fa,2005-07,10,not,42
fa,2005-08,50,not,56
fa,2005-09,10,not,37
fa,2005-10,50,not,65
fa,2005-11,50,not,67
fa,2005-12,50,not,89
fa,2006-01,100,not,111
fa,2006-02,100,not,123
fa,2006-03,100,not,145
fa,2006-04,100,not,146
fa,2006-05,100,not,151
fa,2006-06,100,not,173
fa,2006-07,100,not,196
fa,2006-08,100,not,229
fa,2006-09,100,not,225
fa,2006-10,100,not,224
fa,2006-11,100,not,251
fa,2006-12,100,not,255
fa,2007-01,100,not,240
fa,2007-02,100,not,251
fa,2007-03,100,not,268
fa,2007-04,100,not,336
fa,2007-05,100,not,318
fa,2007-06,100,not,328
fa,2007-07,100,not,320
fa,2007-08,100,not,383
fa,2007-09,100,not,350
fa,2007-10,100,not,415
fa,2007-11,100,not,374
fa,2007-12,100,not,417
fa,2008-01,500,not,588
fa,2008-02,500,not,502
fa,2008-03,100,not,445
fa,2008-04,100,not,440
fa,2008-05,100,not,471
fa,2008-06,500,not,505
fa,2008-07,500,not,528
fa,2008-08,100,not,484
fa,2008-09,100,not,495
fa,2008-10,500,not,511
fa,2008-11,500,not,536
fa,2008-12,500,not,527
fa,2009-01,500,not,639
fa,2009-02,500,not,544
fa,2009-03,100,not,470
fa,2009-04,100,not,496
fa,2009-05,500,not,581
fa,2009-06,500,not,502
fa,2009-07,500,not,729
fa,2009-08,500,not,708
fa,2009-09,500,not,662
fa,2009-10,500,not,578
fa,2009-11,500,not,591
fa,2009-12,500,not,600
fa,2010-01,500,not,686
fa,2010-02,500,not,679
fa,2010-03,500,not,735
fa,2010-04,500,not,735
fa,2010-05,500,not,737
fa,2010-06,500,not,665
fa,2010-07,500,not,673
fa,2010-08,500,not,821
fa,2010-09,500,not,817
fa,2010-10,500,not,757
fa,2010-11,500,not,744
fa,2010-12,500,not,825
fa,2011-01,500,not,853
fa,2011-02,500,not,774
fa,2011-03,500,not,829
fa,2011-04,500,not,803
fa,2011-05,500,not,795
fa,2011-06,500,not,852
fa,2011-07,500,not,923
fa,2011-08,500,not,957
fa,2011-09,500,not,855
fa,2011-10,500,not,807
fa,2011-11,500,not,897
fa,2011-12,1000,not,1009
fa,2012-01,1000,not,1171
fa,2012-02,500,not,912
fa,2012-03,500,not,947
fa,2012-04,1000,not,1102
fa,2012-05,1000,not,1116
fa,2012-06,1000,not,1147
fa,2012-07,1000,not,1153
fa,2012-08,1000,not,1045
fa,2012-09,500,not,930
fa,2012-10,500,not,910
fa,2012-11,1000,not,1029
fa,2012-12,1000,not,1160
fa,2013-01,1000,not,1216
fa,2013-02,500,not,934
fa,2013-03,500,not,992
fa,2013-04,1000,not,1091
fa,2013-05,1000,not,1169
fa,2013-06,1000,not,1001
fa,2013-07,1000,not,1073
fa,2013-08,1000,not,1087
fa,2013-09,1000,not,1089
fa,2013-10,1000,not,1089
fa,2013-11,1000,not,1167
fa,2013-12,1000,not,1384
fa,2014-01,1000,not,1477
fa,2014-02,1000,not,1201
fa,2014-03,1000,not,1183
fa,2014-04,1000,not,1209
fa,2014-05,1000,not,1247
fa,2014-06,1000,not,1137
fa,2014-07,1000,not,1170
fa,2014-08,1000,not,1284
fa,2014-09,1000,not,1094
fa,2014-10,1000,not,1113
fa,2014-11,1000,not,1125
fa,2014-12,1000,not,1195
fa,2015-01,1000,not,1277
fa,2015-02,1000,not,1171
fa,2015-03,1000,not,1234
fa,2015-04,1000,not,1184
fa,2015-05,1000,not,1223
fa,2015-06,1000,not,1236
fa,2015-07,1000,not,1293
fa,2015-08,1000,not,1302
fa,2015-09,1000,not,1164
fa,2015-10,1000,not,1101
fa,2015-11,1000,not,1102
fa,2015-12,1000,not,1123
fa,2016-01,1000,not,1311
fa,2016-02,1000,not,1202
fa,2016-03,1000,not,1183
fa,2016-04,1000,not,1188
fa,2016-05,1000,not,1181
fa,2016-06,1000,not,1644
fa,2016-07,1000,not,1571
fa,2016-08,1000,not,1426
fa,2016-09,1000,not,1250
fa,2016-10,1000,not,1369
fa,2016-11,1000,not,1489
fa,2016-12,1000,not,1605
fa,2017-01,1000,not,1666
fa,2017-02,1000,not,1581
fa,2017-03,1000,not,1590
fa,2017-04,1000,not,1563
fa,2017-05,1000,not,1518
fa,2017-06,1000,not,1717
fa,2017-07,1000,not,1835
fa,2017-08,1000,not,1759
fa,2017-09,1000,not,1567
fa,2017-10,1000,not,1632
fa,2017-11,1000,not,1628
fa,2017-12,1000,not,1873
fa,2018-01,1000,not,1993
fa,2018-02,1000,not,1772
fa,2018-03,1000,not,1637
fa,2018-04,1000,not,1755
fa,2018-05,1000,not,1672
fa,2018-06,1000,not,1749
fa,2018-07,1000,not,2071
fa,2018-08,1000,not,2065
fa,2018-09,1000,not,2023
fa,2018-10,1000,not,2026
fa,2018-11,1000,not,2018
fa,2018-12,1000,not,2266
fa,2019-01,1000,not,2570
fa,2019-02,1000,not,2138
fa,2019-03,1000,not,2204
fa,2019-04,1000,not,2278
fa,2019-05,1000,not,2389
fa,2019-06,1000,not,2337
fa,2019-07,1000,not,2357
fa,2019-08,1000,not,2351
fa,2019-09,1000,not,2164
fa,2019-10,1000,not,2265
fa,2019-11,1000,not,1803
fa,2019-12,1000,not,2318
fa,2020-01,1000,not,2559
fa,2020-02,1000,not,2273
fa,2020-03,1000,not,2578
fa,2020-04,1000,not,2999
fa,2020-05,1000,not,2890
fa,2020-06,1000,not,2694
fa,2020-07,1000,not,2622
fa,2020-08,1000,not,2926
fa,2020-09,1000,not,2501
fa,2020-10,1000,not,2754
fa,2020-12,1000,not,3147
fa,2021-01,1000,not,3096
fa,2021-02,1000,not,2952
fa,2021-03,1000,not,2827
fa,2021-04,1000,not,3093
fa,2021-05,1000,not,3008
fa,2021-06,1000,not,2525
fa,2021-07,1000,not,2508
fa,2021-08,1000,not,2645
fa,2021-09,100,not,178
ff,2020-07,10,highest_peak,10
ff,2005-06,1,not,2
ff,2005-07,1,not,1
ff,2005-11,1,not,1
ff,2005-12,1,not,3
ff,2006-01,1,not,4
ff,2006-04,1,not,2
ff,2006-05,1,not,1
ff,2006-08,1,not,1
ff,2006-10,5,not,5
ff,2006-12,1,not,1
ff,2007-03,1,not,3
ff,2007-04,1,not,2
ff,2007-06,1,not,4
ff,2007-07,1,not,4
ff,2007-08,1,not,4
ff,2007-09,5,not,6
ff,2007-10,5,not,7
ff,2007-11,1,not,2
ff,2008-01,1,not,1
ff,2008-02,1,not,1
ff,2008-03,1,not,1
ff,2008-04,1,not,1
ff,2008-05,1,not,1
ff,2008-07,1,not,3
ff,2008-08,1,not,2
ff,2008-09,1,not,3
ff,2008-10,5,not,6
ff,2008-11,5,not,5
ff,2008-12,1,not,3
ff,2009-01,5,not,5
ff,2009-02,1,not,3
ff,2009-03,1,not,3
ff,2009-04,1,not,2
ff,2009-07,1,not,2
ff,2009-08,1,not,1
ff,2009-09,1,not,1
ff,2009-11,1,not,2
ff,2009-12,1,not,2
ff,2010-01,1,not,3
ff,2010-02,1,not,3
ff,2010-03,1,not,2
ff,2010-04,1,not,4
ff,2010-05,1,not,2
ff,2010-06,5,not,5
ff,2010-07,1,not,3
ff,2010-08,5,not,8
ff,2010-09,1,not,3
ff,2010-10,1,not,2
ff,2010-11,1,not,4
ff,2010-12,1,not,1
ff,2011-01,1,not,2
ff,2011-02,1,not,2
ff,2011-03,1,not,1
ff,2011-04,1,not,3
ff,2011-05,1,not,4
ff,2011-06,5,not,6
ff,2011-07,1,not,3
ff,2011-08,1,not,4
ff,2011-09,1,not,4
ff,2011-10,5,not,7
ff,2011-11,5,not,5
ff,2011-12,1,not,1
ff,2012-01,1,not,2
ff,2012-02,5,not,8
ff,2012-03,5,not,5
ff,2012-04,1,not,2
ff,2012-05,1,not,4
ff,2012-06,5,not,6
ff,2012-07,1,not,3
ff,2012-08,1,not,3
ff,2012-09,1,not,2
ff,2012-10,1,not,2
ff,2012-11,1,not,1
ff,2012-12,1,not,1
ff,2013-01,1,not,1
ff,2013-02,1,not,1
ff,2013-03,5,not,5
ff,2013-04,1,not,1
ff,2013-05,1,not,2
ff,2013-06,1,not,2
ff,2013-07,1,not,1
ff,2013-08,1,not,4
ff,2013-09,1,not,2
ff,2013-10,1,not,2
ff,2013-11,1,not,1
ff,2013-12,1,not,1
ff,2014-01,1,not,4
ff,2014-02,1,not,2
ff,2014-03,1,not,2
ff,2014-05,1,not,3
ff,2014-07,1,not,2
ff,2014-08,1,not,3
ff,2014-09,5,not,6
ff,2014-10,1,not,1
ff,2014-11,1,not,2
ff,2014-12,1,not,4
ff,2015-01,1,not,1
ff,2015-02,5,not,5
ff,2015-03,1,not,4
ff,2015-04,1,not,1
ff,2015-05,1,not,2
ff,2015-06,1,not,1
ff,2015-07,1,not,3
ff,2015-09,1,not,2
ff,2015-11,1,not,3
ff,2015-12,1,not,3
ff,2016-01,1,not,2
ff,2016-04,1,not,3
