languagecode,year_month,milestone,peak,count
kab,2013-01,1,not,3
kab,2013-02,5,not,5
kab,2013-03,5,not,6
kab,2013-04,1,not,4
kab,2013-05,1,not,3
kab,2013-06,1,not,2
kab,2013-07,1,not,3
kab,2013-08,1,not,2
kab,2013-09,1,not,2
kab,2013-10,1,not,1
kab,2013-11,1,not,4
kab,2013-12,1,not,4
kab,2014-01,5,not,6
kab,2014-02,1,not,2
kab,2014-03,1,not,4
kab,2014-04,1,not,2
kab,2014-05,1,not,4
kab,2014-06,1,not,1
kab,2014-08,5,not,5
kab,2014-09,1,not,4
kab,2014-10,1,not,2
kab,2014-11,5,not,5
kab,2014-12,5,not,5
kab,2015-01,5,not,5
kab,2015-02,1,not,3
kab,2015-03,1,not,3
kab,2015-04,1,not,3
kab,2015-05,1,not,2
kab,2015-06,1,not,1
kab,2015-07,1,not,3
kab,2015-08,1,not,1
kab,2015-09,1,not,3
kab,2015-10,5,not,6
kab,2015-11,5,not,6
kab,2015-12,1,not,4
kab,2016-01,5,not,9
kab,2016-02,1,not,3
kab,2016-03,5,not,5
kab,2016-04,5,not,8
kab,2016-05,5,not,8
kab,2016-06,5,not,6
kab,2016-07,5,not,7
kab,2016-08,5,not,5
kab,2016-09,1,not,4
kab,2016-10,1,not,4
kab,2016-11,1,not,4
kab,2016-12,1,not,4
kab,2017-01,1,not,4
kab,2017-02,5,not,9
kab,2017-03,1,not,4
kab,2017-04,5,not,5
kab,2017-05,1,not,4
kab,2017-06,5,not,5
kab,2017-07,5,not,7
kab,2017-08,5,not,9
kab,2017-09,1,not,2
kab,2017-10,1,not,3
kab,2017-11,5,not,6
kab,2017-12,5,not,6
kab,2018-01,5,not,7
kab,2018-02,1,not,4
kab,2018-03,5,not,6
kab,2018-04,5,not,9
kab,2018-05,5,not,5
kab,2018-06,5,not,6
kab,2018-07,5,not,5
kab,2018-08,1,not,4
kab,2018-09,1,not,2
kab,2018-10,5,not,6
kab,2018-11,1,not,3
kab,2018-12,5,not,6
kab,2019-01,5,not,5
kab,2019-02,1,not,2
kab,2019-03,5,not,7
kab,2019-04,5,not,7
kab,2019-05,5,not,9
kab,2019-06,1,not,4
kab,2019-07,10,not,10
kab,2019-08,5,not,7
kab,2019-09,5,not,9
kab,2019-10,1,not,2
kab,2019-11,1,not,4
kab,2019-12,5,not,7
kab,2020-01,5,not,5
kab,2020-02,5,not,5
kab,2020-03,5,not,5
kab,2020-04,5,not,5
kab,2020-05,5,not,6
kab,2020-06,10,not,12
kab,2020-07,5,not,5
kab,2020-08,5,not,7
kab,2020-09,5,not,8
kab,2020-10,5,not,7
kab,2020-11,5,not,7
kab,2020-12,1,not,3
kab,2021-01,10,not,10
kab,2021-02,5,not,6
kab,2021-03,5,not,6
kab,2021-04,1,not,3
kab,2021-05,1,not,4
kab,2021-06,1,not,3
kab,2021-07,1,not,4
kab,2021-08,1,not,4
kbd,2011-03,10,highest_peak,20
kbd,2009-09,1,not,1
kbd,2010-02,1,not,1
kbd,2010-03,1,not,1
kbd,2010-04,1,not,2
kbd,2010-05,1,not,4
kbd,2010-06,1,not,1
kbd,2010-07,1,not,4
kbd,2010-08,1,not,3
kbd,2010-09,5,not,6
kbd,2010-10,5,not,5
kbd,2010-11,5,not,5
kbd,2010-12,5,not,6
kbd,2011-01,5,not,7
kbd,2011-02,5,not,5
kbd,2011-04,5,not,7
kbd,2011-05,5,not,8
kbd,2011-06,1,not,4
kbd,2011-07,1,not,4
kbd,2011-08,5,not,5
kbd,2011-09,1,not,3
kbd,2011-10,1,not,4
kbd,2011-11,1,not,3
kbd,2011-12,1,not,3
kbd,2012-01,5,not,8
kbd,2012-02,5,not,8
kbd,2012-03,5,not,7
kbd,2012-04,1,not,3
kbd,2012-05,5,not,8
kbd,2012-06,5,not,6
kbd,2012-07,5,not,8
kbd,2012-08,1,not,4
kbd,2012-09,1,not,4
kbd,2012-10,1,not,1
kbd,2012-11,5,not,5
kbd,2012-12,1,not,3
kbd,2013-01,5,not,6
kbd,2013-02,1,not,3
kbd,2013-03,5,not,7
kbd,2013-04,5,not,8
kbd,2013-05,5,not,5
kbd,2013-06,1,not,4
kbd,2013-07,1,not,2
kbd,2013-08,1,not,1
kbd,2013-09,1,not,2
kbd,2013-10,5,not,5
kbd,2013-11,1,not,3
kbd,2013-12,1,not,3
kbd,2014-01,5,not,5
kbd,2014-02,5,not,5
kbd,2014-03,1,not,3
kbd,2014-04,1,not,4
kbd,2014-05,1,not,3
kbd,2014-06,5,not,6
kbd,2014-07,1,not,2
kbd,2014-08,1,not,4
kbd,2014-09,1,not,4
kbd,2014-10,5,not,6
kbd,2014-11,1,not,3
kbd,2014-12,1,not,1
kbd,2015-01,1,not,1
kbd,2015-02,1,not,3
kbd,2015-03,5,not,7
kbd,2015-04,1,not,1
kbd,2015-05,5,not,5
kbd,2015-06,1,not,3
kbd,2015-07,5,not,8
kbd,2015-08,1,not,3
kbd,2015-09,1,not,4
kbd,2015-10,1,not,2
kbd,2015-11,5,not,6
kbd,2015-12,5,not,5
kbd,2016-01,1,not,3
kbd,2016-02,1,not,3
kbd,2016-03,1,not,3
kbd,2016-04,1,not,4
kbd,2016-05,1,not,3
kbd,2016-06,1,not,1
kbd,2016-07,1,not,1
kbd,2016-08,1,not,1
kbd,2016-09,1,not,3
kbd,2016-10,1,not,2
kbd,2016-11,1,not,3
kbd,2016-12,1,not,1
kbd,2017-01,1,not,1
kbd,2017-02,5,not,5
kbd,2017-03,1,not,4
kbd,2017-04,1,not,4
kbd,2017-05,1,not,2
kbd,2017-06,1,not,2
kbd,2017-07,5,not,7
kbd,2017-08,1,not,2
kbd,2017-10,1,not,1
kbd,2017-12,1,not,1
kbd,2018-01,1,not,2
kbd,2018-02,1,not,3
kbd,2018-03,1,not,1
kbd,2018-04,1,not,3
kbd,2018-06,1,not,2
kbd,2018-08,1,not,1
kbd,2018-09,1,not,1
kbd,2018-10,1,not,2
kbd,2018-11,1,not,3
kbd,2018-12,1,not,1
kbd,2019-01,1,not,2
kbd,2019-02,1,not,1
kbd,2019-03,1,not,3
kbd,2019-05,1,not,3
kbd,2019-06,1,not,3
kbd,2019-07,1,not,3
kbd,2019-09,1,not,1
kbd,2019-10,1,not,1
kbd,2019-12,1,not,4
kbd,2020-01,1,not,3
kbd,2020-02,1,not,2
kbd,2020-03,1,not,4
kbd,2020-04,1,not,3
kbd,2020-05,1,not,1
kbd,2020-06,1,not,4
kbd,2020-07,1,not,1
kbd,2020-11,1,not,2
kbd,2021-01,1,not,2
kbd,2021-03,1,not,4
kbd,2021-04,1,not,2
kbd,2021-05,1,not,2
kbd,2021-06,1,not,1
kbd,2021-07,1,not,2
kbd,2021-08,1,not,1
kbp,2017-06,10,highest_peak,11
kbp,2014-06,1,not,3
kbp,2014-07,1,not,1
kbp,2014-10,1,not,1
kbp,2014-12,1,not,2
kbp,2015-02,1,not,1
kbp,2015-03,1,not,3
kbp,2015-04,1,not,1
kbp,2015-12,1,not,1
kbp,2016-01,1,not,3
kbp,2016-02,5,not,6
kbp,2016-03,5,not,7
kbp,2016-04,10,not,10
kbp,2016-05,5,not,9
kbp,2016-06,5,not,7
kbp,2016-07,5,not,5
kbp,2016-08,5,not,5
kbp,2016-09,5,not,7
kbp,2016-10,5,not,7
kbp,2016-11,5,not,5
kbp,2016-12,5,not,6
kbp,2017-01,5,not,6
kbp,2017-02,5,not,7
kbp,2017-03,5,not,6
kbp,2017-04,1,not,3
kbp,2017-05,5,not,5
kbp,2017-07,10,not,11
kbp,2017-08,10,not,10
kbp,2017-09,5,not,7
kbp,2017-10,5,not,9
kbp,2017-11,5,not,9
kbp,2017-12,5,not,5
kbp,2018-01,10,not,10
kbp,2018-02,5,not,8
kbp,2018-03,5,not,9
kbp,2018-04,5,not,6
kbp,2018-05,1,not,4
kbp,2018-06,1,not,2
kbp,2018-07,1,not,4
kbp,2018-08,1,not,4
kbp,2018-09,1,not,3
kbp,2018-10,1,not,3
kbp,2018-11,1,not,1
kbp,2018-12,1,not,1
kbp,2019-01,1,not,2
kbp,2019-02,1,not,4
kbp,2019-03,1,not,4
kbp,2019-04,1,not,4
kbp,2019-05,5,not,7
kbp,2019-06,1,not,4
kbp,2019-07,1,not,1
kbp,2019-09,1,not,3
kbp,2019-10,1,not,1
kbp,2019-11,1,not,3
kbp,2019-12,1,not,3
kbp,2020-01,1,not,2
kbp,2020-02,1,not,2
kbp,2020-03,1,not,1
kbp,2020-04,1,not,1
kbp,2020-05,5,not,5
kbp,2020-06,1,not,2
kbp,2020-07,1,not,1
kbp,2020-08,1,not,1
kbp,2020-09,1,not,1
kbp,2020-10,1,not,3
kbp,2020-12,1,not,2
kbp,2021-06,1,not,2
kbp,2021-07,1,not,1
kbp,2021-08,1,not,2
kg,2010-08,10,highest_peak,11
kg,2005-11,1,not,1
kg,2005-12,1,not,3
kg,2006-01,1,not,3
kg,2006-03,1,not,1
kg,2006-04,5,not,5
kg,2006-05,1,not,4
kg,2006-06,1,not,1
kg,2006-07,1,not,2
kg,2006-08,1,not,2
kg,2006-09,1,not,1
kg,2006-10,1,not,1
kg,2006-11,1,not,2
kg,2007-01,1,not,4
kg,2007-02,5,not,9
kg,2007-03,1,not,2
kg,2007-04,1,not,2
kg,2007-05,1,not,3
kg,2007-06,1,not,3
kg,2007-07,1,not,2
kg,2007-08,1,not,4
kg,2007-09,1,not,4
kg,2007-10,1,not,4
kg,2007-11,1,not,3
kg,2007-12,1,not,2
kg,2008-01,5,not,5
kg,2008-02,1,not,2
kg,2008-03,1,not,3
kg,2008-04,1,not,2
kg,2008-07,1,not,2
kg,2008-08,1,not,3
kg,2008-09,1,not,3
kg,2008-10,1,not,4
kg,2008-11,5,not,5
kg,2008-12,1,not,4
kg,2009-01,1,not,3
kg,2009-02,1,not,4
kg,2009-03,5,not,6
kg,2009-04,1,not,4
kg,2009-05,1,not,1
kg,2009-06,1,not,2
kg,2009-08,1,not,1
kg,2009-09,1,not,2
kg,2009-10,1,not,2
kg,2009-11,1,not,1
kg,2009-12,1,not,2
kg,2010-01,1,not,1
kg,2010-02,1,not,2
kg,2010-03,1,not,2
kg,2010-04,1,not,4
kg,2010-05,1,not,3
kg,2010-06,1,not,4
kg,2010-07,1,not,1
kg,2010-09,1,not,3
kg,2010-10,1,not,1
kg,2010-11,1,not,2
kg,2010-12,1,not,2
kg,2011-01,1,not,3
kg,2011-02,1,not,2
kg,2011-03,1,not,2
kg,2011-04,1,not,2
kg,2011-05,1,not,2
kg,2011-06,5,not,6
kg,2011-07,5,not,5
kg,2011-08,1,not,3
kg,2011-09,1,not,1
kg,2011-10,5,not,5
kg,2011-11,5,not,5
kg,2011-12,1,not,2
kg,2012-01,1,not,4
kg,2012-02,5,not,7
kg,2012-03,1,not,4
kg,2012-04,1,not,1
kg,2012-05,5,not,5
kg,2012-06,5,not,6
kg,2012-07,5,not,7
kg,2012-08,1,not,2
kg,2012-09,1,not,2
kg,2012-10,1,not,2
kg,2012-11,1,not,1
kg,2012-12,1,not,2
kg,2013-01,1,not,1
kg,2013-02,1,not,1
kg,2013-03,5,not,8
kg,2013-04,1,not,2
kg,2013-05,1,not,4
kg,2013-06,1,not,3
kg,2013-07,1,not,3
kg,2013-08,1,not,3
kg,2013-09,1,not,2
kg,2013-10,1,not,2
kg,2013-11,1,not,4
kg,2013-12,1,not,2
kg,2014-01,1,not,3
kg,2014-02,1,not,1
kg,2014-03,1,not,3
kg,2014-04,1,not,2
kg,2014-05,1,not,2
kg,2014-06,1,not,1
kg,2014-08,1,not,4
kg,2014-09,1,not,3
kg,2014-10,1,not,1
kg,2014-11,1,not,3
kg,2014-12,1,not,2
kg,2015-01,1,not,3
kg,2015-02,1,not,4
kg,2015-03,5,not,5
kg,2015-04,1,not,2
kg,2015-05,1,not,4
kg,2015-06,1,not,3
kg,2015-07,5,not,5
kg,2015-09,1,not,1
kg,2015-10,1,not,2
kg,2015-11,5,not,5
kg,2015-12,1,not,3
kg,2016-02,1,not,2
kg,2016-03,1,not,1
kg,2016-04,1,not,3
kg,2016-05,1,not,2
kg,2016-06,1,not,3
kg,2016-07,1,not,1
kg,2016-08,1,not,3
kg,2016-09,1,not,3
kg,2016-11,1,not,3
kg,2017-01,1,not,2
kg,2017-02,5,not,5
kg,2017-03,1,not,2
kg,2017-06,1,not,3
kg,2017-07,1,not,3
kg,2017-08,1,not,1
kg,2017-10,1,not,2
kg,2017-12,1,not,3
kg,2018-02,1,not,1
kg,2018-03,1,not,1
kg,2018-04,1,not,3
kg,2018-06,1,not,1
kg,2018-08,1,not,2
kg,2018-10,1,not,2
kg,2018-11,1,not,3
kg,2018-12,1,not,1
kg,2019-03,1,not,4
kg,2019-04,1,not,1
kg,2019-05,1,not,2
kg,2019-07,1,not,3
kg,2019-08,1,not,1
kg,2019-09,1,not,2
kg,2019-12,1,not,3
kg,2020-01,1,not,3
kg,2020-04,1,not,2
kg,2020-05,1,not,3
kg,2020-06,1,not,3
kg,2020-07,1,not,2
kg,2020-08,1,not,1
kg,2020-09,1,not,1
kg,2020-11,1,not,3
kg,2021-02,1,not,1
kg,2021-03,1,not,1
kg,2021-04,1,not,2
kg,2021-05,1,not,1
kg,2021-06,1,not,1
kg,2021-07,1,not,1
ki,2012-02,5,highest_peak,9
ki,2005-11,1,not,2
ki,2005-12,1,not,2
ki,2006-01,5,not,6
ki,2006-06,1,not,1
ki,2006-10,1,not,1
ki,2006-11,1,not,1
ki,2007-01,1,not,1
ki,2007-02,1,not,4
ki,2007-03,1,not,2
ki,2007-04,1,not,2
ki,2007-05,1,not,2
ki,2007-06,1,not,2
ki,2007-07,1,not,2
ki,2007-08,5,not,5
ki,2007-09,1,not,1
ki,2007-10,1,not,4
ki,2007-11,1,not,1
ki,2007-12,1,not,1
ki,2008-02,1,not,4
ki,2008-03,1,not,1
ki,2008-04,1,not,1
ki,2008-05,1,not,1
ki,2008-07,1,not,4
ki,2008-09,1,not,4
ki,2008-10,1,not,3
ki,2008-11,1,not,3
ki,2008-12,1,not,2
ki,2009-01,1,not,1
ki,2009-02,1,not,2
ki,2009-03,1,not,3
ki,2009-04,5,not,5
ki,2009-07,1,not,1
ki,2009-08,1,not,1
ki,2009-09,1,not,2
ki,2009-10,1,not,2
ki,2009-11,1,not,2
ki,2010-01,1,not,2
ki,2010-02,1,not,3
ki,2010-03,1,not,2
ki,2010-04,1,not,4
ki,2010-05,1,not,4
ki,2010-06,1,not,2
ki,2010-07,1,not,2
ki,2010-08,5,not,6
ki,2010-09,1,not,3
ki,2010-10,1,not,2
ki,2010-11,1,not,1
ki,2010-12,1,not,1
ki,2011-01,1,not,2
ki,2011-02,1,not,2
ki,2011-04,1,not,2
ki,2011-05,1,not,2
ki,2011-06,1,not,3
ki,2011-07,1,not,2
ki,2011-08,1,not,3
ki,2011-09,1,not,1
ki,2011-10,5,not,6
ki,2011-11,1,not,3
ki,2011-12,1,not,3
ki,2012-01,5,not,5
ki,2012-03,5,not,7
ki,2012-04,5,not,6
ki,2012-05,5,not,9
ki,2012-06,5,not,7
ki,2012-07,5,not,5
ki,2012-08,1,not,3
ki,2012-09,1,not,2
ki,2012-10,1,not,2
ki,2012-11,1,not,1
ki,2012-12,1,not,2
ki,2013-01,1,not,2
ki,2013-02,1,not,2
ki,2013-03,1,not,3
ki,2013-05,1,not,1
ki,2013-06,1,not,1
ki,2013-07,1,not,1
ki,2013-08,1,not,1
ki,2013-09,1,not,2
ki,2013-10,1,not,1
ki,2013-11,1,not,1
ki,2014-01,1,not,2
ki,2014-02,1,not,1
ki,2014-03,1,not,3
ki,2014-04,1,not,1
ki,2014-05,1,not,3
ki,2014-06,1,not,2
ki,2014-07,1,not,2
ki,2014-08,5,not,5
ki,2014-09,1,not,3
ki,2014-10,1,not,1
ki,2014-11,1,not,2
ki,2014-12,1,not,2
ki,2015-01,1,not,2
ki,2015-02,1,not,3
ki,2015-03,1,not,2
ki,2015-04,1,not,1
ki,2015-05,1,not,1
ki,2015-06,1,not,1
ki,2015-07,1,not,2
ki,2015-09,1,not,2
ki,2015-10,1,not,2
ki,2015-11,5,not,5
ki,2015-12,1,not,2
ki,2016-01,1,not,3
ki,2016-02,1,not,1
ki,2016-04,1,not,3
ki,2016-05,1,not,1
ki,2016-08,1,not,3
ki,2016-09,1,not,2
ki,2017-02,1,not,3
ki,2017-05,1,not,1
ki,2017-06,1,not,4
ki,2017-07,1,not,4
ki,2017-08,1,not,1
ki,2017-09,1,not,1
ki,2017-10,1,not,3
ki,2017-11,5,not,6
ki,2017-12,1,not,3
ki,2018-01,1,not,2
ki,2018-02,1,not,1
ki,2018-03,1,not,1
ki,2018-04,1,not,3
ki,2018-05,1,not,1
ki,2018-06,1,not,1
ki,2018-07,1,not,1
ki,2018-08,1,not,2
ki,2018-09,1,not,1
ki,2018-10,5,not,5
ki,2018-11,1,not,1
ki,2018-12,1,not,1
ki,2019-02,1,not,1
ki,2019-03,1,not,4
ki,2019-04,1,not,2
ki,2019-05,1,not,3
ki,2019-06,1,not,3
ki,2019-07,1,not,3
ki,2019-09,1,not,1
ki,2019-10,1,not,4
ki,2019-11,1,not,2
ki,2019-12,1,not,3
ki,2020-04,1,not,1
ki,2020-06,1,not,2
ki,2020-07,1,not,1
ki,2020-10,1,not,4
ki,2020-11,1,not,2
ki,2020-12,1,not,1
ki,2021-01,1,not,1
ki,2021-02,1,not,3
ki,2021-03,1,not,1
ki,2021-04,1,not,1
ki,2021-06,1,not,1
ki,2021-07,1,not,1
ki,2021-08,1,not,1
kj,2007-03,1,highest_peak,3
kj,2005-11,1,not,1
kj,2006-01,1,not,1
kj,2006-03,1,not,1
kj,2006-04,1,not,1
kj,2007-02,1,not,2
kj,2007-04,1,not,2
kj,2007-06,1,not,1
kj,2007-07,1,not,1
kj,2009-02,1,not,1
kj,2015-02,1,not,1
kk,2011-06,100,highest_peak,250
kk,2005-02,1,not,2
kk,2005-05,1,not,1
kk,2005-07,1,not,4
kk,2005-08,1,not,1
kk,2005-09,1,not,4
kk,2005-10,5,not,6
kk,2005-11,1,not,2
kk,2005-12,5,not,5
kk,2006-01,1,not,4
kk,2006-03,1,not,3
kk,2006-04,1,not,2
kk,2006-05,5,not,6
kk,2006-06,5,not,7
kk,2006-07,5,not,9
kk,2006-08,10,not,10
kk,2006-09,1,not,4
kk,2006-10,5,not,6
kk,2006-11,1,not,1
kk,2006-12,5,not,5
kk,2007-01,1,not,2
kk,2007-02,5,not,5
kk,2007-03,5,not,9
kk,2007-04,10,not,11
kk,2007-05,10,not,10
kk,2007-06,10,not,10
kk,2007-07,5,not,7
kk,2007-08,5,not,5
kk,2007-09,10,not,13
kk,2007-10,10,not,18
kk,2007-11,10,not,16
kk,2007-12,5,not,7
kk,2008-01,5,not,9
kk,2008-02,5,not,9
kk,2008-03,10,not,15
kk,2008-04,10,not,14
kk,2008-05,10,not,13
kk,2008-06,10,not,12
kk,2008-07,5,not,9
kk,2008-08,10,not,12
kk,2008-09,10,not,16
kk,2008-10,10,not,14
kk,2008-11,10,not,17
kk,2008-12,10,not,13
kk,2009-01,10,not,11
kk,2009-02,10,not,16
kk,2009-03,10,not,16
kk,2009-04,10,not,16
kk,2009-05,10,not,18
kk,2009-06,10,not,13
kk,2009-07,5,not,8
kk,2009-08,10,not,13
kk,2009-09,10,not,17
kk,2009-10,10,not,13
kk,2009-11,10,not,21
kk,2009-12,10,not,13
kk,2010-01,10,not,13
kk,2010-02,10,not,21
kk,2010-03,10,not,25
kk,2010-04,10,not,23
kk,2010-05,10,not,21
kk,2010-06,10,not,26
kk,2010-07,10,not,17
kk,2010-08,10,not,19
kk,2010-09,10,not,18
kk,2010-10,10,not,14
kk,2010-11,10,not,21
kk,2010-12,10,not,25
kk,2011-01,10,not,22
kk,2011-02,10,not,22
kk,2011-03,10,not,39
kk,2011-04,10,not,42
kk,2011-05,10,not,36
kk,2011-07,100,not,115
kk,2011-08,100,not,112
kk,2011-09,50,not,84
kk,2011-10,100,not,105
kk,2011-11,100,not,101
kk,2011-12,50,not,92
kk,2012-01,50,not,90
kk,2012-02,50,not,70
kk,2012-03,50,not,80
kk,2012-04,50,not,81
kk,2012-05,50,not,66
kk,2012-06,50,not,96
kk,2012-07,50,not,61
kk,2012-08,50,not,59
kk,2012-09,50,not,50
kk,2012-10,50,not,63
kk,2012-11,50,not,52
kk,2012-12,50,not,77
kk,2013-01,50,not,70
kk,2013-02,100,not,104
kk,2013-03,50,not,98
kk,2013-04,100,not,140
kk,2013-05,100,not,138
kk,2013-06,50,not,69
kk,2013-07,50,not,76
kk,2013-08,50,not,56
kk,2013-09,50,not,84
kk,2013-10,100,not,132
kk,2013-11,50,not,87
kk,2013-12,50,not,74
kk,2014-01,100,not,103
kk,2014-02,100,not,230
kk,2014-03,50,not,70
kk,2014-04,100,not,139
kk,2014-05,100,not,135
kk,2014-06,50,not,69
kk,2014-07,50,not,50
kk,2014-08,10,not,49
kk,2014-09,50,not,92
kk,2014-10,100,not,103
kk,2014-11,100,not,185
kk,2014-12,100,not,109
kk,2015-01,100,not,123
kk,2015-02,100,not,150
kk,2015-03,100,not,118
kk,2015-04,100,not,124
kk,2015-05,100,not,120
kk,2015-06,50,not,67
kk,2015-07,50,not,59
kk,2015-08,50,not,55
kk,2015-09,50,not,69
kk,2015-10,50,not,92
kk,2015-11,100,not,156
kk,2015-12,50,not,91
kk,2016-01,50,not,92
kk,2016-02,100,not,149
kk,2016-03,50,not,85
kk,2016-04,50,not,86
kk,2016-05,50,not,70
kk,2016-06,10,not,46
kk,2016-07,50,not,54
kk,2016-08,10,not,45
kk,2016-09,50,not,61
kk,2016-10,100,not,122
kk,2016-11,100,not,146
kk,2016-12,50,not,96
kk,2017-01,50,not,91
kk,2017-02,50,not,98
kk,2017-03,50,not,95
kk,2017-04,100,not,102
kk,2017-05,100,not,138
kk,2017-06,50,not,87
kk,2017-07,50,not,57
kk,2017-08,50,not,64
kk,2017-09,50,not,60
kk,2017-10,100,not,114
kk,2017-11,100,not,148
kk,2017-12,50,not,90
kk,2018-01,50,not,96
kk,2018-02,100,not,129
kk,2018-03,50,not,73
kk,2018-04,50,not,72
kk,2018-05,100,not,115
kk,2018-06,50,not,87
kk,2018-07,10,not,41
kk,2018-08,50,not,60
kk,2018-09,50,not,58
kk,2018-10,50,not,93
kk,2018-11,100,not,110
kk,2018-12,50,not,99
kk,2019-01,100,not,113
kk,2019-02,100,not,112
kk,2019-03,100,not,100
kk,2019-04,100,not,120
kk,2019-05,100,not,165
kk,2019-06,50,not,99
kk,2019-07,50,not,60
kk,2019-08,50,not,52
kk,2019-09,50,not,72
kk,2019-10,100,not,107
kk,2019-11,100,not,141
kk,2019-12,50,not,89
kk,2020-01,50,not,94
kk,2020-02,100,not,146
kk,2020-03,100,not,113
kk,2020-04,100,not,166
kk,2020-05,100,not,172
kk,2020-06,100,not,113
kk,2020-07,50,not,75
kk,2020-08,50,not,71
kk,2020-09,50,not,86
kk,2020-10,100,not,118
kk,2020-11,100,not,165
kk,2020-12,100,not,183
kk,2021-01,100,not,116
kk,2021-02,100,not,169
kk,2021-03,100,not,161
kk,2021-04,100,not,171
kk,2021-05,100,not,223
kk,2021-06,50,not,97
kk,2021-07,50,not,83
kk,2021-08,50,not,84
kk,2021-09,10,not,12
kl,2010-08,10,highest_peak,14
kl,2004-01,1,not,2
kl,2005-05,1,not,1
kl,2005-06,1,not,1
kl,2005-08,1,not,3
kl,2005-10,1,not,2
kl,2005-11,1,not,4
kl,2005-12,1,not,3
kl,2006-01,1,not,4
kl,2006-02,1,not,1
kl,2006-03,1,not,2
kl,2006-04,1,not,2
kl,2006-05,1,not,4
kl,2006-06,1,not,1
kl,2006-07,1,not,2
kl,2006-08,1,not,3
kl,2006-09,1,not,3
kl,2006-10,1,not,3
kl,2006-11,1,not,1
kl,2006-12,1,not,4
kl,2007-01,1,not,3
kl,2007-02,1,not,3
kl,2007-03,1,not,4
kl,2007-04,1,not,4
kl,2007-05,1,not,3
kl,2007-06,5,not,5
kl,2007-07,5,not,6
kl,2007-08,1,not,2
kl,2007-09,1,not,4
kl,2007-10,5,not,7
kl,2007-11,5,not,7
kl,2007-12,1,not,3
kl,2008-01,1,not,4
kl,2008-02,1,not,3
kl,2008-03,1,not,4
kl,2008-04,1,not,3
kl,2008-05,1,not,2
kl,2008-06,1,not,2
kl,2008-07,1,not,3
kl,2008-08,5,not,7
kl,2008-09,1,not,2
kl,2008-10,5,not,6
kl,2008-11,1,not,4
kl,2008-12,5,not,5
kl,2009-01,5,not,5
kl,2009-02,1,not,3
kl,2009-03,1,not,3
kl,2009-04,5,not,6
kl,2009-05,5,not,5
kl,2009-06,5,not,6
kl,2009-07,5,not,9
kl,2009-08,1,not,2
kl,2009-09,1,not,4
kl,2009-10,1,not,4
kl,2009-11,1,not,3
kl,2009-12,1,not,2
kl,2010-01,5,not,5
kl,2010-02,1,not,4
kl,2010-03,5,not,8
kl,2010-04,5,not,6
kl,2010-05,5,not,9
kl,2010-06,10,not,10
kl,2010-07,5,not,8
kl,2010-09,5,not,7
kl,2010-10,5,not,6
kl,2010-11,5,not,5
kl,2010-12,1,not,3
kl,2011-01,5,not,5
kl,2011-02,1,not,4
kl,2011-03,5,not,5
kl,2011-04,5,not,7
kl,2011-05,5,not,6
kl,2011-06,5,not,5
kl,2011-07,5,not,6
kl,2011-08,5,not,8
kl,2011-09,1,not,3
kl,2011-10,5,not,5
kl,2011-11,5,not,6
kl,2011-12,5,not,6
kl,2012-01,5,not,8
kl,2012-02,5,not,7
kl,2012-03,5,not,6
kl,2012-04,1,not,4
kl,2012-05,5,not,6
kl,2012-06,5,not,7
kl,2012-07,5,not,8
kl,2012-08,5,not,7
kl,2012-09,1,not,3
kl,2012-10,1,not,4
kl,2012-11,1,not,1
kl,2012-12,1,not,3
kl,2013-01,1,not,4
kl,2013-02,5,not,8
kl,2013-03,5,not,6
kl,2013-04,1,not,1
kl,2013-05,1,not,2
kl,2013-06,1,not,2
kl,2013-07,1,not,1
kl,2013-08,1,not,2
kl,2013-09,1,not,4
kl,2013-10,1,not,4
kl,2013-11,1,not,2
kl,2013-12,1,not,1
kl,2014-01,1,not,2
kl,2014-02,1,not,1
kl,2014-03,5,not,5
kl,2014-04,1,not,4
kl,2014-05,1,not,3
kl,2014-06,1,not,1
kl,2014-08,1,not,4
kl,2014-09,1,not,4
kl,2014-10,1,not,1
kl,2014-11,1,not,2
kl,2014-12,1,not,2
kl,2015-01,1,not,3
kl,2015-02,5,not,6
kl,2015-03,1,not,3
kl,2015-04,1,not,1
kl,2015-05,1,not,1
kl,2015-06,1,not,3
kl,2015-07,1,not,3
kl,2015-08,1,not,1
kl,2015-09,1,not,2
kl,2015-10,1,not,1
kl,2015-11,1,not,4
kl,2015-12,1,not,4
kl,2016-01,1,not,2
kl,2016-03,1,not,2
kl,2016-04,5,not,8
kl,2016-05,1,not,2
kl,2016-07,1,not,3
kl,2016-08,5,not,7
kl,2016-09,1,not,3
kl,2016-10,1,not,1
kl,2016-11,1,not,2
kl,2016-12,1,not,1
kl,2017-01,1,not,1
kl,2017-02,1,not,4
kl,2017-04,1,not,3
kl,2017-05,1,not,1
kl,2017-06,1,not,2
kl,2017-07,1,not,2
kl,2017-08,1,not,1
kl,2017-10,1,not,4
kl,2017-11,1,not,3
kl,2017-12,1,not,3
kl,2018-01,1,not,1
kl,2018-02,1,not,2
kl,2018-03,1,not,2
kl,2018-04,5,not,7
kl,2018-05,1,not,3
kl,2018-06,1,not,2
kl,2018-08,1,not,2
kl,2018-09,1,not,2
kl,2018-10,1,not,4
kl,2018-11,1,not,1
kl,2019-01,1,not,4
kl,2019-02,1,not,2
kl,2019-03,1,not,4
kl,2019-04,1,not,1
